Portfolio,Stock,Weight_Pct,Return_Pct,Sharpe_Ratio,Risk_Volatility_Pct,Risk_MaxDrawdown_Pct
Sector Consumer Brazilian 5,PSSA3,100.0,235.4,2.72,49.6,36.7
Sector Consumer International 5,AAPL,100.0,-99.9,-0.17,286.0,99.9
Sector Health All 5,LLY,100.0,-99.9,0.41,259.7,99.2
Sector Health International 5,LLY,100.0,-99.9,0.41,259.7,99.2
Momentum All 5,UNIP6,25.27,315.8,2.34,73.5,42.2
Momentum All 5,ELET3,25.27,292.7,2.46,49.9,32.6
Momentum All 5,UNIP3,20.96,366.9,2.24,79.2,34.8
Momentum All 5,NVDA,15.72,362.1,1.75,202.1,99.9
Momentum All 5,GOOG,12.77,931.7,2.38,306.1,100.0
Momentum Brazilian 5,ELET3,25.87,292.7,2.46,49.9,32.6
Momentum Brazilian 5,ELET6,25.87,266.1,2.07,60.8,37.3
Momentum Brazilian 5,UNIP6,18.97,315.8,2.34,73.5,42.2
Momentum Brazilian 5,PRIO3,16.8,263.2,2.83,110.8,59.4
Momentum Brazilian 5,UNIP3,12.48,366.9,2.24,79.2,34.8
Momentum International 5,HSBC,24.54,277.8,2.43,142.8,98.3
Momentum International 5,BAC,24.54,196.9,2.94,98.3,72.3
Momentum International 5,NVDA,18.39,362.1,1.75,202.1,99.9
Momentum International 5,GOOG,17.45,931.7,2.38,306.1,100.0
Momentum International 5,INTC,15.09,282.3,2.06,99.5,51.4
Mean Reversion All 5,LLY,28.36,-99.9,0.41,259.7,99.2
Mean Reversion All 5,JPM,28.36,-61.4,1.04,228.9,99.0
Mean Reversion All 5,MSFT,28.36,-1.4,0.61,273.6,100.0
Mean Reversion All 5,AAPL,14.93,-99.9,-0.17,286.0,99.9
Mean Reversion International 5,LLY,28.36,-99.9,0.41,259.7,99.2
Mean Reversion International 5,JPM,28.36,-61.4,1.04,228.9,99.0
Mean Reversion International 5,MSFT,28.36,-1.4,0.61,273.6,100.0
Mean Reversion International 5,AAPL,14.93,-99.9,-0.17,286.0,99.9
Quality All 5,EBR,25.96,50.8,2.97,16.4,10.1
Quality All 5,BAC,25.96,196.9,2.94,98.3,72.3
Quality All 5,ENEV3,19.72,112.5,2.79,27.5,12.8
Quality All 5,ITUB4,14.59,170.1,2.79,36.4,20.0
Quality All 5,PRIO3,13.78,263.2,2.83,110.8,59.4
Quality Brazilian 5,CPLE3,25.04,65.3,2.65,17.3,7.5
Quality Brazilian 5,ENEV3,21.09,112.5,2.79,27.5,12.8
Quality Brazilian 5,PSSA3,19.84,235.4,2.72,49.6,36.7
Quality Brazilian 5,PRIO3,17.52,263.2,2.83,110.8,59.4
Quality Brazilian 5,ITUB4,16.5,170.1,2.79,36.4,20.0
Quality International 5,EBR,24.62,50.8,2.97,16.4,10.1
Quality International 5,BAC,24.62,196.9,2.94,98.3,72.3
Quality International 5,HSBC,24.62,277.8,2.43,142.8,98.3
Quality International 5,GOOG,14.52,931.7,2.38,306.1,100.0
Quality International 5,INTC,11.63,282.3,2.06,99.5,51.4
Value All 5,ELET3,24.74,292.7,2.46,49.9,32.6
Value All 5,ELET6,24.74,266.1,2.07,60.8,37.3
Value All 5,UNIP6,22.91,315.8,2.34,73.5,42.2
Value All 5,UNIP3,16.99,366.9,2.24,79.2,34.8
Value All 5,GOOG,10.62,931.7,2.38,306.1,100.0
Value Brazilian 5,ELET3,24.88,292.7,2.46,49.9,32.6
Value Brazilian 5,ELET6,24.88,266.1,2.07,60.8,37.3
Value Brazilian 5,ITUB4,20.65,170.1,2.79,36.4,20.0
Value Brazilian 5,UNIP6,17.56,315.8,2.34,73.5,42.2
Value Brazilian 5,UNIP3,12.02,366.9,2.24,79.2,34.8
Value International 5,EBR,25.17,50.8,2.97,16.4,10.1
Value International 5,HSBC,25.17,277.8,2.43,142.8,98.3
Value International 5,NVDA,17.96,362.1,1.75,202.1,99.9
Value International 5,GOOG,17.04,931.7,2.38,306.1,100.0
Value International 5,INTC,14.66,282.3,2.06,99.5,51.4
Growth All 5,UNIP6,25.27,315.8,2.34,73.5,42.2
Growth All 5,ELET3,25.27,292.7,2.46,49.9,32.6
Growth All 5,UNIP3,20.96,366.9,2.24,79.2,34.8
Growth All 5,NVDA,15.72,362.1,1.75,202.1,99.9
Growth All 5,GOOG,12.77,931.7,2.38,306.1,100.0
Growth Brazilian 5,ELET3,25.87,292.7,2.46,49.9,32.6
Growth Brazilian 5,ELET6,25.87,266.1,2.07,60.8,37.3
Growth Brazilian 5,UNIP6,18.97,315.8,2.34,73.5,42.2
Growth Brazilian 5,PRIO3,16.8,263.2,2.83,110.8,59.4
Growth Brazilian 5,UNIP3,12.48,366.9,2.24,79.2,34.8
Growth International 5,HSBC,24.54,277.8,2.43,142.8,98.3
Growth International 5,BAC,24.54,196.9,2.94,98.3,72.3
Growth International 5,NVDA,18.39,362.1,1.75,202.1,99.9
Growth International 5,GOOG,17.45,931.7,2.38,306.1,100.0
Growth International 5,INTC,15.09,282.3,2.06,99.5,51.4
High Frequency All 5,UNIP3,23.24,366.9,2.24,79.2,34.8
High Frequency All 5,TAEE3,23.24,32.7,1.44,17.6,12.0
High Frequency All 5,ENEV3,23.24,112.5,2.79,27.5,12.8
High Frequency All 5,PBR-A,23.24,56.7,1.54,28.9,21.9
High Frequency All 5,AAPL,7.04,-99.9,-0.17,286.0,99.9
High Frequency Brazilian 5,TAEE3,24.24,32.7,1.44,17.6,12.0
High Frequency Brazilian 5,ENEV3,24.24,112.5,2.79,27.5,12.8
High Frequency Brazilian 5,BRAP3,21.07,95.1,2.41,26.6,18.7
High Frequency Brazilian 5,GGBR3,18.16,30.2,0.87,33.4,29.1
High Frequency Brazilian 5,UNIP3,12.29,366.9,2.24,79.2,34.8
High Frequency International 5,PBR-A,23.24,56.7,1.54,28.9,21.9
High Frequency International 5,NVDA,23.24,362.1,1.75,202.1,99.9
High Frequency International 5,JPM,23.24,-61.4,1.04,228.9,99.0
High Frequency International 5,GOOG,23.24,931.7,2.38,306.1,100.0
High Frequency International 5,AAPL,7.05,-99.9,-0.17,286.0,99.9
Low Turnover All 5,TAEE3,23.7,32.7,1.44,17.6,12.0
Low Turnover All 5,ENEV3,23.7,112.5,2.79,27.5,12.8
Low Turnover All 5,PBR-A,22.19,56.7,1.54,28.9,21.9
Low Turnover All 5,GGBR3,18.27,30.2,0.87,33.4,29.1
Low Turnover All 5,UNIP3,12.13,366.9,2.24,79.2,34.8
Low Turnover Brazilian 5,TAEE3,24.24,32.7,1.44,17.6,12.0
Low Turnover Brazilian 5,ENEV3,24.24,112.5,2.79,27.5,12.8
Low Turnover Brazilian 5,BRAP3,21.07,95.1,2.41,26.6,18.7
Low Turnover Brazilian 5,GGBR3,18.16,30.2,0.87,33.4,29.1
Low Turnover Brazilian 5,UNIP3,12.29,366.9,2.24,79.2,34.8
Low Turnover International 5,PBR-A,25.33,56.7,1.54,28.9,21.9
Low Turnover International 5,ELP,25.33,45.3,1.94,16.0,9.8
Low Turnover International 5,HSBC,25.18,277.8,2.43,142.8,98.3
Low Turnover International 5,NVDA,12.47,362.1,1.75,202.1,99.9
Low Turnover International 5,GOOG,11.69,931.7,2.38,306.1,100.0
Swing Trading All 5,AXP,24.47,172.1,1.36,263.7,99.9
Swing Trading All 5,PYPL,24.47,126.3,1.36,287.3,100.0
Swing Trading All 5,BRKM6,24.47,28.2,1.23,35.3,24.3
Swing Trading All 5,INTC,14.38,282.3,2.06,99.5,51.4
Swing Trading All 5,MSFT,12.22,-1.4,0.61,273.6,100.0
Swing Trading Brazilian 5,BRKM6,100.0,28.2,1.23,35.3,24.3
Swing Trading International 5,AXP,27.46,172.1,1.36,263.7,99.9
Swing Trading International 5,PYPL,27.46,126.3,1.36,287.3,100.0
Swing Trading International 5,INTC,23.96,282.3,2.06,99.5,51.4
Swing Trading International 5,MSFT,21.12,-1.4,0.61,273.6,100.0
Risk Parity All 5,EBR,24.94,50.8,2.97,16.4,10.1
Risk Parity All 5,BAC,24.94,196.9,2.94,98.3,72.3
Risk Parity All 5,CPLE3,23.0,65.3,2.65,17.3,7.5
Risk Parity All 5,ENEV3,15.75,112.5,2.79,27.5,12.8
Risk Parity All 5,ITUB4,11.37,170.1,2.79,36.4,20.0
Risk Parity Brazilian 5,CPLE3,25.04,65.3,2.65,17.3,7.5
Risk Parity Brazilian 5,ENEV3,21.09,112.5,2.79,27.5,12.8
Risk Parity Brazilian 5,PSSA3,19.84,235.4,2.72,49.6,36.7
Risk Parity Brazilian 5,PRIO3,17.52,263.2,2.83,110.8,59.4
Risk Parity Brazilian 5,ITUB4,16.5,170.1,2.79,36.4,20.0
Risk Parity International 5,EBR,23.17,50.8,2.97,16.4,10.1
Risk Parity International 5,BAC,23.17,196.9,2.94,98.3,72.3
Risk Parity International 5,ELP,23.17,45.3,1.94,16.0,9.8
Risk Parity International 5,HSBC,23.09,277.8,2.43,142.8,98.3
Risk Parity International 5,INTC,7.41,282.3,2.06,99.5,51.4
Max Sharpe All 5,BAC,20.0,196.9,2.94,98.3,72.3
Max Sharpe All 5,EBR,20.0,50.8,2.97,16.4,10.1
Max Sharpe All 5,PRIO3,20.0,263.2,2.83,110.8,59.4
Max Sharpe All 5,ITUB4,20.0,170.1,2.79,36.4,20.0
Max Sharpe All 5,ENEV3,20.0,112.5,2.79,27.5,12.8
Max Sharpe Brazilian 5,PRIO3,20.0,263.2,2.83,110.8,59.4
Max Sharpe Brazilian 5,ITUB4,20.0,170.1,2.79,36.4,20.0
Max Sharpe Brazilian 5,ENEV3,20.0,112.5,2.79,27.5,12.8
Max Sharpe Brazilian 5,PSSA3,20.0,235.4,2.72,49.6,36.7
Max Sharpe Brazilian 5,CPLE3,20.0,65.3,2.65,17.3,7.5
Max Sharpe International 5,BAC,20.0,196.9,2.94,98.3,72.3
Max Sharpe International 5,EBR,20.0,50.8,2.97,16.4,10.1
Max Sharpe International 5,HSBC,20.0,277.8,2.43,142.8,98.3
Max Sharpe International 5,GOOG,20.0,931.7,2.38,306.1,100.0
Max Sharpe International 5,INTC,20.0,282.3,2.06,99.5,51.4
Min Variance All 5,GOOG,20.0,931.7,2.38,306.1,100.0
Min Variance All 5,PYPL,20.0,126.3,1.36,287.3,100.0
Min Variance All 5,AAPL,20.0,-99.9,-0.17,286.0,99.9
Min Variance All 5,MSFT,20.0,-1.4,0.61,273.6,100.0
Min Variance All 5,AXP,20.0,172.1,1.36,263.7,99.9
Min Variance Brazilian 5,PRIO3,20.0,263.2,2.83,110.8,59.4
Min Variance Brazilian 5,UNIP3,20.0,366.9,2.24,79.2,34.8
Min Variance Brazilian 5,UNIP6,20.0,315.8,2.34,73.5,42.2
Min Variance Brazilian 5,BBSE3,20.0,30.6,0.97,68.3,60.6
Min Variance Brazilian 5,ELET6,20.0,266.1,2.07,60.8,37.3
Min Variance International 5,GOOG,20.0,931.7,2.38,306.1,100.0
Min Variance International 5,PYPL,20.0,126.3,1.36,287.3,100.0
Min Variance International 5,AAPL,20.0,-99.9,-0.17,286.0,99.9
Min Variance International 5,MSFT,20.0,-1.4,0.61,273.6,100.0
Min Variance International 5,AXP,20.0,172.1,1.36,263.7,99.9
Max Diversification All 5,PYPL,23.07,126.3,1.36,287.3,100.0
Max Diversification All 5,INTC,23.07,282.3,2.06,99.5,51.4
Max Diversification All 5,MSFT,23.07,-1.4,0.61,273.6,100.0
Max Diversification All 5,LLY,23.07,-99.9,0.41,259.7,99.2
Max Diversification All 5,AAPL,7.73,-99.9,-0.17,286.0,99.9
Max Diversification Brazilian 5,BRKM6,25.52,28.2,1.23,35.3,24.3
Max Diversification Brazilian 5,LEVE3,22.73,122.1,1.91,46.0,39.7
Max Diversification Brazilian 5,UNIP6,19.14,315.8,2.34,73.5,42.2
Max Diversification Brazilian 5,PRIO3,18.21,263.2,2.83,110.8,59.4
Max Diversification Brazilian 5,UNIP3,14.4,366.9,2.24,79.2,34.8
Max Diversification International 5,PYPL,23.07,126.3,1.36,287.3,100.0
Max Diversification International 5,LLY,23.07,-99.9,0.41,259.7,99.2
Max Diversification International 5,INTC,23.07,282.3,2.06,99.5,51.4
Max Diversification International 5,MSFT,23.07,-1.4,0.61,273.6,100.0
Max Diversification International 5,AAPL,7.73,-99.9,-0.17,286.0,99.9
Concentrated All 5,GOOG,20.0,931.7,2.38,306.1,100.0
Concentrated All 5,UNIP3,20.0,366.9,2.24,79.2,34.8
Concentrated All 5,PRIO3,20.0,263.2,2.83,110.8,59.4
Concentrated All 5,UNIP6,20.0,315.8,2.34,73.5,42.2
Concentrated All 5,ELET3,20.0,292.7,2.46,49.9,32.6
Concentrated Brazilian 5,UNIP3,20.0,366.9,2.24,79.2,34.8
Concentrated Brazilian 5,PRIO3,20.0,263.2,2.83,110.8,59.4
Concentrated Brazilian 5,UNIP6,20.0,315.8,2.34,73.5,42.2
Concentrated Brazilian 5,ELET3,20.0,292.7,2.46,49.9,32.6
Concentrated Brazilian 5,PSSA3,20.0,235.4,2.72,49.6,36.7
Concentrated International 5,GOOG,20.0,931.7,2.38,306.1,100.0
Concentrated International 5,HSBC,20.0,277.8,2.43,142.8,98.3
Concentrated International 5,BAC,20.0,196.9,2.94,98.3,72.3
Concentrated International 5,NVDA,20.0,362.1,1.75,202.1,99.9
Concentrated International 5,INTC,20.0,282.3,2.06,99.5,51.4
Mega Diversified All 5,INTC,9.33,282.3,2.06,99.5,51.4
Mega Diversified All 5,PRIO3,8.61,263.2,2.83,110.8,59.4
Mega Diversified All 5,HSBC,8.42,277.8,2.43,142.8,98.3
Mega Diversified All 5,UNIP6,8.37,315.8,2.34,73.5,42.2
Mega Diversified All 5,UNIP3,8.27,366.9,2.24,79.2,34.8
Mega Diversified All 5,PYPL,8.27,126.3,1.36,287.3,100.0
Mega Diversified All 5,MSFT,8.23,-1.4,0.61,273.6,100.0
Mega Diversified All 5,NVDA,8.13,362.1,1.75,202.1,99.9
Mega Diversified All 5,BBSE3,8.09,30.6,0.97,68.3,60.6
Mega Diversified All 5,AXP,7.82,172.1,1.36,263.7,99.9
Mega Diversified All 5,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified All 5,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified All 5,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified All 5,LLY,2.11,-99.9,0.41,259.7,99.2
Mega Diversified All 5,AAPL,0.67,-99.9,-0.17,286.0,99.9
Mega Diversified Brazilian 5,PRIO3,6.67,263.2,2.83,110.8,59.4
Mega Diversified Brazilian 5,UNIP3,6.67,366.9,2.24,79.2,34.8
Mega Diversified Brazilian 5,BBSE3,6.67,30.6,0.97,68.3,60.6
Mega Diversified Brazilian 5,UNIP6,6.67,315.8,2.34,73.5,42.2
Mega Diversified Brazilian 5,LEVE3,6.67,122.1,1.91,46.0,39.7
Mega Diversified Brazilian 5,ELET6,6.67,266.1,2.07,60.8,37.3
Mega Diversified Brazilian 5,PSSA3,6.67,235.4,2.72,49.6,36.7
Mega Diversified Brazilian 5,ELET3,6.67,292.7,2.46,49.9,32.6
Mega Diversified Brazilian 5,GGBR3,6.67,30.2,0.87,33.4,29.1
Mega Diversified Brazilian 5,EALT4,6.67,13.3,0.59,33.7,37.3
Mega Diversified Brazilian 5,TAEE11,6.67,136.8,2.27,36.1,22.1
Mega Diversified Brazilian 5,BRAP3,6.67,95.1,2.41,26.6,18.7
Mega Diversified Brazilian 5,ITUB4,6.67,170.1,2.79,36.4,20.0
Mega Diversified Brazilian 5,ENEV3,6.67,112.5,2.79,27.5,12.8
Mega Diversified Brazilian 5,SANB4,6.67,42.1,1.34,29.5,21.0
Mega Diversified International 5,PYPL,10.0,126.3,1.36,287.3,100.0
Mega Diversified International 5,HSBC,10.0,277.8,2.43,142.8,98.3
Mega Diversified International 5,INTC,10.0,282.3,2.06,99.5,51.4
Mega Diversified International 5,MSFT,9.98,-1.4,0.61,273.6,100.0
Mega Diversified International 5,NVDA,9.91,362.1,1.75,202.1,99.9
Mega Diversified International 5,EBR,9.85,50.8,2.97,16.4,10.1
Mega Diversified International 5,ELP,9.76,45.3,1.94,16.0,9.8
Mega Diversified International 5,AXP,9.62,172.1,1.36,263.7,99.9
Mega Diversified International 5,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified International 5,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified International 5,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified International 5,PBR-A,3.27,56.7,1.54,28.9,21.9
Mega Diversified International 5,LLY,3.2,-99.9,0.41,259.7,99.2
Mega Diversified International 5,AAPL,0.71,-99.9,-0.17,286.0,99.9
Barbell All 5,ENEV3,29.7,112.5,2.79,27.5,12.8
Barbell All 5,BRAP3,29.7,95.1,2.41,26.6,18.7
Barbell All 5,NVDA,21.91,362.1,1.75,202.1,99.9
Barbell All 5,GOOG,18.68,931.7,2.38,306.1,100.0
Barbell Brazilian 5,BBSE3,26.56,30.6,0.97,68.3,60.6
Barbell Brazilian 5,ENEV3,26.56,112.5,2.79,27.5,12.8
Barbell Brazilian 5,BRAP3,26.56,95.1,2.41,26.6,18.7
Barbell Brazilian 5,PRIO3,20.33,263.2,2.83,110.8,59.4
Barbell International 5,EBR,31.38,50.8,2.97,16.4,10.1
Barbell International 5,ELP,31.38,45.3,1.94,16.0,9.8
Barbell International 5,NVDA,20.66,362.1,1.75,202.1,99.9
Barbell International 5,GOOG,16.58,931.7,2.38,306.1,100.0
Inverse Vol All 5,ALUP4,64.69,31.1,1.83,17.0,10.5
Inverse Vol All 5,BBSE3,16.11,30.6,0.97,68.3,60.6
Inverse Vol All 5,BAC,11.19,196.9,2.94,98.3,72.3
Inverse Vol All 5,AXP,4.17,172.1,1.36,263.7,99.9
Inverse Vol All 5,AAPL,3.85,-99.9,-0.17,286.0,99.9
Inverse Vol Brazilian 5,ALUP4,33.05,31.1,1.83,17.0,10.5
Inverse Vol Brazilian 5,BPAN4,21.68,51.6,1.86,25.9,16.8
Inverse Vol Brazilian 5,BRAP3,21.1,95.1,2.41,26.6,18.7
Inverse Vol Brazilian 5,BRKM6,15.94,28.2,1.23,35.3,24.3
Inverse Vol Brazilian 5,BBSE3,8.23,30.6,0.97,68.3,60.6
Inverse Vol International 5,ELP,44.28,45.3,1.94,16.0,9.8
Inverse Vol International 5,EBR,43.33,50.8,2.97,16.4,10.1
Inverse Vol International 5,BAC,7.22,196.9,2.94,98.3,72.3
Inverse Vol International 5,AXP,2.69,172.1,1.36,263.7,99.9
Inverse Vol International 5,AAPL,2.48,-99.9,-0.17,286.0,99.9
Kelly All 5,ALUP4,24.58,31.1,1.83,17.0,10.5
Kelly All 5,AXP,24.58,172.1,1.36,263.7,99.9
Kelly All 5,BPAN4,24.58,51.6,1.86,25.9,16.8
Kelly All 5,BBSE3,15.91,30.6,0.97,68.3,60.6
Kelly All 5,BAC,10.35,196.9,2.94,98.3,72.3
Kelly Brazilian 5,ALUP4,24.24,31.1,1.83,17.0,10.5
Kelly Brazilian 5,BPAN4,24.24,51.6,1.86,25.9,16.8
Kelly Brazilian 5,BRKM6,19.35,28.2,1.23,35.3,24.3
Kelly Brazilian 5,BRAP3,16.49,95.1,2.41,26.6,18.7
Kelly Brazilian 5,BBSE3,15.68,30.6,0.97,68.3,60.6
Kelly International 5,AXP,28.15,172.1,1.36,263.7,99.9
Kelly International 5,ELP,28.15,45.3,1.94,16.0,9.8
Kelly International 5,EBR,23.63,50.8,2.97,16.4,10.1
Kelly International 5,BAC,11.86,196.9,2.94,98.3,72.3
Kelly International 5,GOOG,8.21,931.7,2.38,306.1,100.0
Sector Technology All 10,GOOG,19.19,931.7,2.38,306.1,100.0
Sector Technology All 10,NVDA,19.19,362.1,1.75,202.1,99.9
Sector Technology All 10,INTC,19.19,282.3,2.06,99.5,51.4
Sector Technology All 10,PYPL,19.19,126.3,1.36,287.3,100.0
Sector Technology All 10,MSFT,19.19,-1.4,0.61,273.6,100.0
Sector Technology All 10,AAPL,4.05,-99.9,-0.17,286.0,99.9
Sector Technology International 10,GOOG,19.19,931.7,2.38,306.1,100.0
Sector Technology International 10,NVDA,19.19,362.1,1.75,202.1,99.9
Sector Technology International 10,INTC,19.19,282.3,2.06,99.5,51.4
Sector Technology International 10,PYPL,19.19,126.3,1.36,287.3,100.0
Sector Technology International 10,MSFT,19.19,-1.4,0.61,273.6,100.0
Sector Technology International 10,AAPL,4.05,-99.9,-0.17,286.0,99.9
Sector Finances All 10,AXP,19.87,172.1,1.36,263.7,99.9
Sector Finances All 10,BPAN4,18.67,51.6,1.86,25.9,16.8
Sector Finances All 10,BAC,14.84,196.9,2.94,98.3,72.3
Sector Finances All 10,SANB4,14.03,42.1,1.34,29.5,21.0
Sector Finances All 10,BBSE3,11.65,30.6,0.97,68.3,60.6
Sector Finances All 10,HSBC,8.73,277.8,2.43,142.8,98.3
Sector Finances All 10,ITUB4,8.27,170.1,2.79,36.4,20.0
Sector Finances All 10,JPM,3.93,-61.4,1.04,228.9,99.0
Sector Finances Brazilian 10,BPAN4,27.91,51.6,1.86,25.9,16.8
Sector Finances Brazilian 10,SANB4,27.91,42.1,1.34,29.5,21.0
Sector Finances Brazilian 10,BBSE3,23.98,30.6,0.97,68.3,60.6
Sector Finances Brazilian 10,ITUB4,20.2,170.1,2.79,36.4,20.0
Sector Finances International 10,HSBC,28.8,277.8,2.43,142.8,98.3
Sector Finances International 10,BAC,28.8,196.9,2.94,98.3,72.3
Sector Finances International 10,AXP,28.8,172.1,1.36,263.7,99.9
Sector Finances International 10,JPM,13.6,-61.4,1.04,228.9,99.0
Sector Energy All 10,CPLE6,20.28,50.1,2.16,18.9,11.2
Sector Energy All 10,EBR,16.06,50.8,2.97,16.4,10.1
Sector Energy All 10,ELP,14.7,45.3,1.94,16.0,9.8
Sector Energy All 10,CMIG4,9.04,20.5,0.96,18.4,10.9
Sector Energy All 10,CPLE3,8.28,65.3,2.65,17.3,7.5
Sector Energy All 10,ELET3,7.45,292.7,2.46,49.9,32.6
Sector Energy All 10,ELET6,6.83,266.1,2.07,60.8,37.3
Sector Energy All 10,TAEE3,6.78,32.7,1.44,17.6,12.0
Sector Energy All 10,ENEV3,6.65,112.5,2.79,27.5,12.8
Sector Energy All 10,TAEE11,3.93,136.8,2.27,36.1,22.1
Sector Energy Brazilian 10,CPLE6,22.72,50.1,2.16,18.9,11.2
Sector Energy Brazilian 10,CMIG4,13.96,20.5,0.96,18.4,10.9
Sector Energy Brazilian 10,CPLE3,13.05,65.3,2.65,17.3,7.5
Sector Energy Brazilian 10,ELET3,12.53,292.7,2.46,49.9,32.6
Sector Energy Brazilian 10,ELET6,11.34,266.1,2.07,60.8,37.3
Sector Energy Brazilian 10,ENEV3,10.27,112.5,2.79,27.5,12.8
Sector Energy Brazilian 10,TAEE3,10.25,32.7,1.44,17.6,12.0
Sector Energy Brazilian 10,TAEE11,5.89,136.8,2.27,36.1,22.1
Sector Energy International 10,EBR,50.0,50.8,2.97,16.4,10.1
Sector Energy International 10,ELP,50.0,45.3,1.94,16.0,9.8
Sector Consumer All 10,PSSA3,50.0,235.4,2.72,49.6,36.7
Sector Consumer All 10,AAPL,50.0,-99.9,-0.17,286.0,99.9
Sector Consumer Brazilian 10,PSSA3,100.0,235.4,2.72,49.6,36.7
Sector Consumer International 10,AAPL,100.0,-99.9,-0.17,286.0,99.9
Sector Health All 10,LLY,100.0,-99.9,0.41,259.7,99.2
Sector Health International 10,LLY,100.0,-99.9,0.41,259.7,99.2
Momentum All 10,ELET3,18.62,292.7,2.46,49.9,32.6
Momentum All 10,ELET6,18.62,266.1,2.07,60.8,37.3
Momentum All 10,PSSA3,10.67,235.4,2.72,49.6,36.7
Momentum All 10,GOOG,10.26,931.7,2.38,306.1,100.0
Momentum All 10,UNIP6,8.71,315.8,2.34,73.5,42.2
Momentum All 10,HSBC,8.67,277.8,2.43,142.8,98.3
Momentum All 10,PRIO3,8.37,263.2,2.83,110.8,59.4
Momentum All 10,UNIP3,6.93,366.9,2.24,79.2,34.8
Momentum All 10,NVDA,4.94,362.1,1.75,202.1,99.9
Momentum All 10,INTC,4.2,282.3,2.06,99.5,51.4
Momentum Brazilian 10,ELET3,16.6,292.7,2.46,49.9,32.6
Momentum Brazilian 10,ELET6,15.6,266.1,2.07,60.8,37.3
Momentum Brazilian 10,ENEV3,10.17,112.5,2.79,27.5,12.8
Momentum Brazilian 10,PSSA3,9.51,235.4,2.72,49.6,36.7
Momentum Brazilian 10,PRIO3,8.74,263.2,2.83,110.8,59.4
Momentum Brazilian 10,UNIP6,8.67,315.8,2.34,73.5,42.2
Momentum Brazilian 10,LEVE3,8.62,122.1,1.91,46.0,39.7
Momentum Brazilian 10,ITUB4,8.17,170.1,2.79,36.4,20.0
Momentum Brazilian 10,TAEE11,7.11,136.8,2.27,36.1,22.1
Momentum Brazilian 10,UNIP3,6.8,366.9,2.24,79.2,34.8
Momentum International 10,EBR,18.19,50.8,2.97,16.4,10.1
Momentum International 10,ELP,17.08,45.3,1.94,16.0,9.8
Momentum International 10,BAC,12.98,196.9,2.94,98.3,72.3
Momentum International 10,AXP,12.3,172.1,1.36,263.7,99.9
Momentum International 10,PBR-A,11.78,56.7,1.54,28.9,21.9
Momentum International 10,PYPL,7.95,126.3,1.36,287.3,100.0
Momentum International 10,HSBC,7.81,277.8,2.43,142.8,98.3
Momentum International 10,NVDA,4.34,362.1,1.75,202.1,99.9
Momentum International 10,GOOG,4.15,931.7,2.38,306.1,100.0
Momentum International 10,INTC,3.42,282.3,2.06,99.5,51.4
Mean Reversion All 10,LLY,28.36,-99.9,0.41,259.7,99.2
Mean Reversion All 10,JPM,28.36,-61.4,1.04,228.9,99.0
Mean Reversion All 10,MSFT,28.36,-1.4,0.61,273.6,100.0
Mean Reversion All 10,AAPL,14.93,-99.9,-0.17,286.0,99.9
Mean Reversion International 10,LLY,28.36,-99.9,0.41,259.7,99.2
Mean Reversion International 10,JPM,28.36,-61.4,1.04,228.9,99.0
Mean Reversion International 10,MSFT,28.36,-1.4,0.61,273.6,100.0
Mean Reversion International 10,AAPL,14.93,-99.9,-0.17,286.0,99.9
Quality All 10,EBR,21.35,50.8,2.97,16.4,10.1
Quality All 10,BAC,14.24,196.9,2.94,98.3,72.3
Quality All 10,ELET3,12.44,292.7,2.46,49.9,32.6
Quality All 10,CPLE3,9.72,65.3,2.65,17.3,7.5
Quality All 10,BRAP3,9.29,95.1,2.41,26.6,18.7
Quality All 10,PRIO3,7.27,263.2,2.83,110.8,59.4
Quality All 10,HSBC,7.08,277.8,2.43,142.8,98.3
Quality All 10,ENEV3,6.82,112.5,2.79,27.5,12.8
Quality All 10,PSSA3,6.48,235.4,2.72,49.6,36.7
Quality All 10,ITUB4,5.32,170.1,2.79,36.4,20.0
Quality Brazilian 10,ELET3,20.78,292.7,2.46,49.9,32.6
Quality Brazilian 10,CPLE3,12.45,65.3,2.65,17.3,7.5
Quality Brazilian 10,BRAP3,11.88,95.1,2.41,26.6,18.7
Quality Brazilian 10,ENEV3,9.4,112.5,2.79,27.5,12.8
Quality Brazilian 10,PSSA3,8.86,235.4,2.72,49.6,36.7
Quality Brazilian 10,UNIP6,8.02,315.8,2.34,73.5,42.2
Quality Brazilian 10,ITUB4,7.6,170.1,2.79,36.4,20.0
Quality Brazilian 10,PRIO3,7.59,263.2,2.83,110.8,59.4
Quality Brazilian 10,TAEE11,7.18,136.8,2.27,36.1,22.1
Quality Brazilian 10,UNIP3,6.23,366.9,2.24,79.2,34.8
Quality International 10,EBR,18.19,50.8,2.97,16.4,10.1
Quality International 10,ELP,17.08,45.3,1.94,16.0,9.8
Quality International 10,BAC,12.98,196.9,2.94,98.3,72.3
Quality International 10,AXP,12.3,172.1,1.36,263.7,99.9
