symbol,explanation,explanation_pt
INTC ,"INTC  @ $121.78 BUY signal: 87.0% vs 87.0% threshold (margin: +0.0pts). Conviction: 3.4/10 (Weak) - Model agreement: 100%, uncertainty: 3.92σ, stable ensemble. Top contributors: LSTM 10 (82.5%), LSTM (9.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.92 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 120%, vol penalty: 60%). Signal half-life: 1.8 days, optimal holding: 3 days, persistence probability: 48%. Market regime: trending (trend: 0.30, vol: 0.71) - favorable conditions for this signal type.","INTC  @ $121.78 sinal COMPRA: 87.0% vs limiar 87.0% (margem: +0.0pts). Convicção: 3.4/10 (Fraco) - Consenso modelos: 100%, incerteza: 3.92σ, ensemble estável. Principais contribuintes: LSTM 10 (82.5%), LSTM (9.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.92. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 120%, vol: 60%). Meia-vida sinal: 1.8 dias, holding ótimo: 3 dias, probabilidade persistência: 48%. Regime mercado: tendencial (tendência: 0.30, vol: 0.71) - condições favoráveis para este tipo de sinal."
IRBR3,"IRBR3 @ $63.43 shows an unclear signal with both BUY (0.0%, needs 52.0pts) and SELL (34.0%, needs 7.0pts) below thresholds. Conviction: 2.7/10 (Weak) - Model agreement: 72%, uncertainty: 1.15σ, stable ensemble. Top contributors: LSTM SR (41.0%), TD3 (22.2%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.15 uncertainty. Regime-adjusted expected return: +1.4% over 10 days (regime penalty: 60%, vol penalty: 72%). Signal half-life: 4.2 days, optimal holding: 6 days, persistence probability: 82%. Market regime: trending (trend: 0.18, vol: 0.29) - challenging conditions for this signal type.","IRBR3 @ $63.43 sinal incerto: COMPRA (0.0%, precisa 52.0pts) e VENDA (34.0%, precisa 7.0pts) abaixo dos limiares. Convicção: 2.7/10 (Fraco) - Consenso modelos: 72%, incerteza: 1.15σ, ensemble estável. Principais contribuintes: LSTM SR (41.0%), TD3 (22.2%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.15. Retorno esperado ajustado: +1.4% em 10 dias (penalidade regime: 60%, vol: 72%). Meia-vida sinal: 4.2 dias, holding ótimo: 6 dias, probabilidade persistência: 82%. Regime mercado: tendencial (tendência: 0.18, vol: 0.29) - condições desafiadoras para este tipo de sinal."
ITSA3,"ITSA3 @ $14.50 shows an unclear signal with both BUY (66.0%, needs 3.0pts) and SELL (0.0%, needs 47.0pts) below thresholds. Conviction: 3.4/10 (Weak) - Model agreement: 100%, uncertainty: 1.07σ, stable ensemble. Top contributors: LSTM (32.1%), SAC (30.9%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.07 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 80%, vol penalty: 90%). Signal half-life: 5.6 days, optimal holding: 8 days, persistence probability: 89%. Market regime: sideways (trend: 0.09, vol: 0.20) - favorable conditions for this signal type.","ITSA3 @ $14.50 sinal incerto: COMPRA (66.0%, precisa 3.0pts) e VENDA (0.0%, precisa 47.0pts) abaixo dos limiares. Convicção: 3.4/10 (Fraco) - Consenso modelos: 100%, incerteza: 1.07σ, ensemble estável. Principais contribuintes: LSTM (32.1%), SAC (30.9%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.07. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 80%, vol: 90%). Meia-vida sinal: 5.6 dias, holding ótimo: 8 dias, probabilidade persistência: 89%. Regime mercado: lateral (tendência: 0.09, vol: 0.20) - condições favoráveis para este tipo de sinal."
ITSA4,"ITSA4 @ $14.34 BUY signal: 90.0% vs 81.0% threshold (margin: +9.0pts). Conviction: 4.9/10 (Moderate) - Model agreement: 91%, uncertainty: 0.65σ, stable ensemble. Top contributors: LSTM Cla (69.8%), LSTM SR (11.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.65 uncertainty. Regime-adjusted expected return: +3.5% over 10 days (regime penalty: 120%, vol penalty: 90%). Signal half-life: 8.1 days, optimal holding: 12 days, persistence probability: 95%. Market regime: trending (trend: 0.11, vol: 0.20) - favorable conditions for this signal type.","ITSA4 @ $14.34 sinal COMPRA: 90.0% vs limiar 81.0% (margem: +9.0pts). Convicção: 4.9/10 (Moderado) - Consenso modelos: 91%, incerteza: 0.65σ, ensemble estável. Principais contribuintes: LSTM Cla (69.8%), LSTM SR (11.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.65. Retorno esperado ajustado: +3.5% em 10 dias (penalidade regime: 120%, vol: 90%). Meia-vida sinal: 8.1 dias, holding ótimo: 12 dias, probabilidade persistência: 95%. Regime mercado: tendencial (tendência: 0.11, vol: 0.20) - condições favoráveis para este tipo de sinal."
ITUB ,"ITUB  @ $8.45 shows an unclear signal with both BUY (38.0%, needs 2.0pts) and SELL (14.0%, needs 11.0pts) below thresholds. Conviction: 2.9/10 (Weak) - Model agreement: 100%, uncertainty: 1.47σ, moderate ensemble. Top contributors: LSTM 10 (32.2%), LSTM SR (29.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.47 uncertainty. Regime-adjusted expected return: +1.8% over 10 days (regime penalty: 80%, vol penalty: 70%). Signal half-life: 2.1 days, optimal holding: 3 days, persistence probability: 42%. Market regime: sideways (trend: 0.10, vol: 0.30) - favorable conditions for this signal type.","ITUB  @ $8.45 sinal incerto: COMPRA (38.0%, precisa 2.0pts) e VENDA (14.0%, precisa 11.0pts) abaixo dos limiares. Convicção: 2.9/10 (Fraco) - Consenso modelos: 100%, incerteza: 1.47σ, ensemble moderado. Principais contribuintes: LSTM 10 (32.2%), LSTM SR (29.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.47. Retorno esperado ajustado: +1.8% em 10 dias (penalidade regime: 80%, vol: 70%). Meia-vida sinal: 2.1 dias, holding ótimo: 3 dias, probabilidade persistência: 42%. Regime mercado: lateral (tendência: 0.10, vol: 0.30) - condições favoráveis para este tipo de sinal."
ITUB4,"ITUB4 @ $43.08 shows an unclear signal with both BUY (29.0%, needs 45.0pts) and SELL (8.0%, needs 55.0pts) below thresholds. Conviction: 2.4/10 (Weak) - Model agreement: 100%, uncertainty: 3.94σ, unstable ensemble. Top contributors: LSTM SR (71.1%), PPO (23.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.94 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 80%, vol penalty: 88%). Signal half-life: 1.7 days, optimal holding: 3 days, persistence probability: 30%. Market regime: sideways (trend: 0.09, vol: 0.21) - favorable conditions for this signal type.","ITUB4 @ $43.08 sinal incerto: COMPRA (29.0%, precisa 45.0pts) e VENDA (8.0%, precisa 55.0pts) abaixo dos limiares. Convicção: 2.4/10 (Fraco) - Consenso modelos: 100%, incerteza: 3.94σ, ensemble instável. Principais contribuintes: LSTM SR (71.1%), PPO (23.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.94. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 80%, vol: 88%). Meia-vida sinal: 1.7 dias, holding ótimo: 3 dias, probabilidade persistência: 30%. Regime mercado: lateral (tendência: 0.09, vol: 0.21) - condições favoráveis para este tipo de sinal."
IVVB1,"IVVB1 @ $447.00 shows an unclear signal with both BUY (13.0%, needs 29.0pts) and SELL (0.0%, needs 37.0pts) below thresholds. Conviction: 1.4/10 (Weak) - Model agreement: 0%, uncertainty: 2.87σ, moderate ensemble. Top contributors: PPO (28.6%), LSTM (22.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 2.87 uncertainty. Regime-adjusted expected return: +2.6% over 10 days (regime penalty: 80%, vol penalty: 100%). Signal half-life: 2.9 days, optimal holding: 4 days, persistence probability: 40%. Market regime: sideways (trend: 0.00, vol: 0.12) - favorable conditions for this signal type.","IVVB1 @ $447.00 sinal incerto: COMPRA (13.0%, precisa 29.0pts) e VENDA (0.0%, precisa 37.0pts) abaixo dos limiares. Convicção: 1.4/10 (Fraco) - Consenso modelos: 0%, incerteza: 2.87σ, ensemble moderado. Principais contribuintes: PPO (28.6%), LSTM (22.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 2.87. Retorno esperado ajustado: +2.6% em 10 dias (penalidade regime: 80%, vol: 100%). Meia-vida sinal: 2.9 dias, holding ótimo: 4 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.00, vol: 0.12) - condições favoráveis para este tipo de sinal."
JNJ  ,"JNJ   @ $269.47 BUY signal: 95.0% vs 70.0% threshold (margin: +25.0pts). Conviction: 6.0/10 (Moderate) - Model agreement: 100%, uncertainty: 0.55σ, stable ensemble. Top contributors: LSTM 10 (70.1%), LSTM (24.9%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.55 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 70%, vol penalty: 96%). Signal half-life: 9.2 days, optimal holding: 14 days, persistence probability: 95%. Market regime: sideways (trend: 0.01, vol: 0.17) - challenging conditions for this signal type.","JNJ   @ $269.47 sinal COMPRA: 95.0% vs limiar 70.0% (margem: +25.0pts). Convicção: 6.0/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.55σ, ensemble estável. Principais contribuintes: LSTM 10 (70.1%), LSTM (24.9%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.55. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 70%, vol: 96%). Meia-vida sinal: 9.2 dias, holding ótimo: 14 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.01, vol: 0.17) - condições desafiadoras para este tipo de sinal."
JPM  ,"JPM   @ $352.04 BUY signal: 50.0% vs 32.0% threshold (margin: +18.0pts). Conviction: 5.5/10 (Moderate) - Model agreement: 100%, uncertainty: 0.60σ, stable ensemble. Top contributors: LSTM 10 (31.8%), LSTM (30.6%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.60 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 70%, vol penalty: 100%). Signal half-life: 9.6 days, optimal holding: 14 days, persistence probability: 95%. Market regime: sideways (trend: 0.01, vol: 0.13) - challenging conditions for this signal type.","JPM   @ $352.04 sinal COMPRA: 50.0% vs limiar 32.0% (margem: +18.0pts). Convicção: 5.5/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.60σ, ensemble estável. Principais contribuintes: LSTM 10 (31.8%), LSTM (30.6%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.60. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 70%, vol: 100%). Meia-vida sinal: 9.6 dias, holding ótimo: 14 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.01, vol: 0.13) - condições desafiadoras para este tipo de sinal."
KLBN1,"KLBN1 @ $19.19 shows an unclear signal with both BUY (5.0%, needs 25.0pts) and SELL (13.0%, needs 62.0pts) below thresholds. Conviction: 1.0/10 (Weak) - Model agreement: 8%, uncertainty: 14.66σ, unstable ensemble. Top contributors: PPO (74.9%), TD3 (12.2%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 14.66 uncertainty. Regime-adjusted expected return: +2.5% over 10 days (regime penalty: 80%, vol penalty: 98%). Signal half-life: 1.9 days, optimal holding: 3 days, persistence probability: 30%. Market regime: sideways (trend: 0.02, vol: 0.16) - favorable conditions for this signal type.","KLBN1 @ $19.19 sinal incerto: COMPRA (5.0%, precisa 25.0pts) e VENDA (13.0%, precisa 62.0pts) abaixo dos limiares. Convicção: 1.0/10 (Fraco) - Consenso modelos: 8%, incerteza: 14.66σ, ensemble instável. Principais contribuintes: PPO (74.9%), TD3 (12.2%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 14.66. Retorno esperado ajustado: +2.5% em 10 dias (penalidade regime: 80%, vol: 98%). Meia-vida sinal: 1.9 dias, holding ótimo: 3 dias, probabilidade persistência: 30%. Regime mercado: lateral (tendência: 0.02, vol: 0.16) - condições favoráveis para este tipo de sinal."
KLBN3,"KLBN3 @ $4.00 shows an unclear signal with both BUY (15.0%, needs 67.0pts) and SELL (0.0%, needs 39.0pts) below thresholds. Conviction: 2.1/10 (Weak) - Model agreement: 0%, uncertainty: 0.93σ, stable ensemble. Top contributors: PPO (33.7%), LSTM 10 (23.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.93 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 80%, vol penalty: 86%). Signal half-life: 6.2 days, optimal holding: 9 days, persistence probability: 95%. Market regime: sideways (trend: 0.04, vol: 0.22) - favorable conditions for this signal type.","KLBN3 @ $4.00 sinal incerto: COMPRA (15.0%, precisa 67.0pts) e VENDA (0.0%, precisa 39.0pts) abaixo dos limiares. Convicção: 2.1/10 (Fraco) - Consenso modelos: 0%, incerteza: 0.93σ, ensemble estável. Principais contribuintes: PPO (33.7%), LSTM 10 (23.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.93. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 80%, vol: 86%). Meia-vida sinal: 6.2 dias, holding ótimo: 9 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.04, vol: 0.22) - condições favoráveis para este tipo de sinal."
KLBN4,"KLBN4 @ $3.80 BUY signal: 65.0% vs 62.0% threshold (margin: +3.0pts). Conviction: 4.2/10 (Moderate) - Model agreement: 100%, uncertainty: 0.74σ, stable ensemble. Top contributors: PPO (41.0%), LSTM SR (34.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.74 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 70%, vol penalty: 100%). Signal half-life: 8.5 days, optimal holding: 13 days, persistence probability: 95%. Market regime: sideways (trend: 0.02, vol: 0.14) - challenging conditions for this signal type.","KLBN4 @ $3.80 sinal COMPRA: 65.0% vs limiar 62.0% (margem: +3.0pts). Convicção: 4.2/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.74σ, ensemble estável. Principais contribuintes: PPO (41.0%), LSTM SR (34.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.74. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 70%, vol: 100%). Meia-vida sinal: 8.5 dias, holding ótimo: 13 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.02, vol: 0.14) - condições desafiadoras para este tipo de sinal."
KO   ,"KO    @ $87.12 BUY signal: 90.0% vs 52.0% threshold (margin: +38.0pts). Conviction: 5.0/10 (Moderate) - Model agreement: 100%, uncertainty: 3.16σ, moderate ensemble. Top contributors: LSTM Cla (52.4%), LSTM 10 (35.7%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.16 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 70%, vol penalty: 100%). Signal half-life: 2.8 days, optimal holding: 4 days, persistence probability: 40%. Market regime: sideways (trend: 0.04, vol: 0.13) - challenging conditions for this signal type.","KO    @ $87.12 sinal COMPRA: 90.0% vs limiar 52.0% (margem: +38.0pts). Convicção: 5.0/10 (Moderado) - Consenso modelos: 100%, incerteza: 3.16σ, ensemble moderado. Principais contribuintes: LSTM Cla (52.4%), LSTM 10 (35.7%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.16. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 70%, vol: 100%). Meia-vida sinal: 2.8 dias, holding ótimo: 4 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.04, vol: 0.13) - condições desafiadoras para este tipo de sinal."
LEVE3,"LEVE3 @ $32.84 shows an unclear signal with both BUY (13.0%, needs 75.0pts) and SELL (0.0%, needs 40.0pts) below thresholds. Conviction: 2.6/10 (Weak) - Model agreement: 22%, uncertainty: 0.85σ, stable ensemble. Top contributors: LSTM 10 (74.4%), LSTM Cla (12.9%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.85 uncertainty. Regime-adjusted expected return: +2.6% over 10 days (regime penalty: 80%, vol penalty: 100%). Signal half-life: 7.7 days, optimal holding: 12 days, persistence probability: 95%. Market regime: sideways (trend: 0.01, vol: 0.14) - favorable conditions for this signal type.","LEVE3 @ $32.84 sinal incerto: COMPRA (13.0%, precisa 75.0pts) e VENDA (0.0%, precisa 40.0pts) abaixo dos limiares. Convicção: 2.6/10 (Fraco) - Consenso modelos: 22%, incerteza: 0.85σ, ensemble estável. Principais contribuintes: LSTM 10 (74.4%), LSTM Cla (12.9%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.85. Retorno esperado ajustado: +2.6% em 10 dias (penalidade regime: 80%, vol: 100%). Meia-vida sinal: 7.7 dias, holding ótimo: 12 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.01, vol: 0.14) - condições favoráveis para este tipo de sinal."
LLY  ,"LLY   @ $1164.89 shows an unclear signal with both BUY (53.0%, needs 1.0pts) and SELL (0.0%, needs 100.0pts) below thresholds. Conviction: 2.9/10 (Weak) - Model agreement: 100%, uncertainty: 2.20σ, moderate ensemble. Top contributors: LSTM SR (46.9%), PPO (19.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 2.20 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 80%, vol penalty: 90%). Signal half-life: 2.5 days, optimal holding: 4 days, persistence probability: 40%. Market regime: sideways (trend: 0.06, vol: 0.20) - favorable conditions for this signal type.","LLY   @ $1164.89 sinal incerto: COMPRA (53.0%, precisa 1.0pts) e VENDA (0.0%, precisa 100.0pts) abaixo dos limiares. Convicção: 2.9/10 (Fraco) - Consenso modelos: 100%, incerteza: 2.20σ, ensemble moderado. Principais contribuintes: LSTM SR (46.9%), PPO (19.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 2.20. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 80%, vol: 90%). Meia-vida sinal: 2.5 dias, holding ótimo: 4 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.06, vol: 0.20) - condições favoráveis para este tipo de sinal."
MA   ,"MA    @ $567.65 shows an unclear signal with both BUY (0.0%, needs 35.0pts) and SELL (7.0%, needs 41.0pts) below thresholds. Conviction: 1.6/10 (Weak) - Model agreement: 0%, uncertainty: 0.91σ, moderate ensemble. Top contributors: PPO (48.1%), SAC (37.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.91 uncertainty. Regime-adjusted expected return: +2.6% over 10 days (regime penalty: 80%, vol penalty: 100%). Signal half-life: 6.3 days, optimal holding: 9 days, persistence probability: 87%. Market regime: sideways (trend: 0.05, vol: 0.12) - favorable conditions for this signal type.","MA    @ $567.65 sinal incerto: COMPRA (0.0%, precisa 35.0pts) e VENDA (7.0%, precisa 41.0pts) abaixo dos limiares. Convicção: 1.6/10 (Fraco) - Consenso modelos: 0%, incerteza: 0.91σ, ensemble moderado. Principais contribuintes: PPO (48.1%), SAC (37.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.91. Retorno esperado ajustado: +2.6% em 10 dias (penalidade regime: 80%, vol: 100%). Meia-vida sinal: 6.3 dias, holding ótimo: 9 dias, probabilidade persistência: 87%. Regime mercado: lateral (tendência: 0.05, vol: 0.12) - condições favoráveis para este tipo de sinal."
META ,"META  @ $741.25 shows an unclear signal with both BUY (68.0%, needs 8.0pts) and SELL (0.0%, needs 51.0pts) below thresholds. Conviction: 3.5/10 (Moderate) - Model agreement: 66%, uncertainty: 0.54σ, moderate ensemble. Top contributors: LSTM SR (38.0%), SAC (31.6%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.54 uncertainty. Regime-adjusted expected return: +1.2% over 10 days (regime penalty: 60%, vol penalty: 60%). Signal half-life: 4.4 days, optimal holding: 7 days, persistence probability: 95%. Market regime: trending (trend: 0.24, vol: 0.49) - challenging conditions for this signal type.","META  @ $741.25 sinal incerto: COMPRA (68.0%, precisa 8.0pts) e VENDA (0.0%, precisa 51.0pts) abaixo dos limiares. Convicção: 3.5/10 (Moderado) - Consenso modelos: 66%, incerteza: 0.54σ, ensemble moderado. Principais contribuintes: LSTM SR (38.0%), SAC (31.6%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.54. Retorno esperado ajustado: +1.2% em 10 dias (penalidade regime: 60%, vol: 60%). Meia-vida sinal: 4.4 dias, holding ótimo: 7 dias, probabilidade persistência: 95%. Regime mercado: tendencial (tendência: 0.24, vol: 0.49) - condições desafiadoras para este tipo de sinal."
MGLU3,"MGLU3 @ $5.98 shows an unclear signal with both BUY (26.0%, needs 53.0pts) and SELL (8.0%, needs 41.0pts) below thresholds. Conviction: 2.1/10 (Weak) - Model agreement: 32%, uncertainty: 2.23σ, stable ensemble. Top contributors: LSTM SR (61.8%), LSTM Cla (16.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 2.23 uncertainty. Regime-adjusted expected return: +1.2% over 10 days (regime penalty: 60%, vol penalty: 60%). Signal half-life: 1.8 days, optimal holding: 3 days, persistence probability: 48%. Market regime: trending (trend: 0.33, vol: 0.86) - challenging conditions for this signal type.","MGLU3 @ $5.98 sinal incerto: COMPRA (26.0%, precisa 53.0pts) e VENDA (8.0%, precisa 41.0pts) abaixo dos limiares. Convicção: 2.1/10 (Fraco) - Consenso modelos: 32%, incerteza: 2.23σ, ensemble estável. Principais contribuintes: LSTM SR (61.8%), LSTM Cla (16.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 2.23. Retorno esperado ajustado: +1.2% em 10 dias (penalidade regime: 60%, vol: 60%). Meia-vida sinal: 1.8 dias, holding ótimo: 3 dias, probabilidade persistência: 48%. Regime mercado: tendencial (tendência: 0.33, vol: 0.86) - condições desafiadoras para este tipo de sinal."
MMM  ,"MMM   @ $164.97 shows an unclear signal with both BUY (11.0%, needs 82.0pts) and SELL (13.0%, needs 33.0pts) below thresholds. Conviction: 2.0/10 (Weak) - Model agreement: 13%, uncertainty: 3.60σ, stable ensemble. Top contributors: LSTM (45.5%), LSTM SR (40.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.60 uncertainty. Regime-adjusted expected return: +2.4% over 10 days (regime penalty: 80%, vol penalty: 94%). Signal half-life: 3.1 days, optimal holding: 5 days, persistence probability: 48%. Market regime: sideways (trend: 0.07, vol: 0.18) - favorable conditions for this signal type.","MMM   @ $164.97 sinal incerto: COMPRA (11.0%, precisa 82.0pts) e VENDA (13.0%, precisa 33.0pts) abaixo dos limiares. Convicção: 2.0/10 (Fraco) - Consenso modelos: 13%, incerteza: 3.60σ, ensemble estável. Principais contribuintes: LSTM (45.5%), LSTM SR (40.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.60. Retorno esperado ajustado: +2.4% em 10 dias (penalidade regime: 80%, vol: 94%). Meia-vida sinal: 3.1 dias, holding ótimo: 5 dias, probabilidade persistência: 48%. Regime mercado: lateral (tendência: 0.07, vol: 0.18) - condições favoráveis para este tipo de sinal."
MSFT ,"MSFT  @ $501.61 shows an unclear signal with both BUY (26.0%, needs 42.0pts) and SELL (0.0%, needs 75.0pts) below thresholds. Conviction: 1.3/10 (Weak) - Model agreement: 28%, uncertainty: 0.99σ, unstable ensemble. Top contributors: LSTM (33.2%), PPO (32.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.99 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 80%, vol penalty: 84%). Signal half-life: 3.3 days, optimal holding: 5 days, persistence probability: 57%. Market regime: sideways (trend: 0.03, vol: 0.23) - favorable conditions for this signal type.","MSFT  @ $501.61 sinal incerto: COMPRA (26.0%, precisa 42.0pts) e VENDA (0.0%, precisa 75.0pts) abaixo dos limiares. Convicção: 1.3/10 (Fraco) - Consenso modelos: 28%, incerteza: 0.99σ, ensemble instável. Principais contribuintes: LSTM (33.2%), PPO (32.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.99. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 80%, vol: 84%). Meia-vida sinal: 3.3 dias, holding ótimo: 5 dias, probabilidade persistência: 57%. Regime mercado: lateral (tendência: 0.03, vol: 0.23) - condições favoráveis para este tipo de sinal."
NEOE3,"NEOE3 @ $33.80 BUY signal: 84.0% vs 26.0% threshold (margin: +58.0pts). Conviction: 6.2/10 (Moderate) - Model agreement: 100%, uncertainty: 1.21σ, stable ensemble. Top contributors: LSTM SR (25.6%), LSTM 10 (15.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.21 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 70%, vol penalty: 100%). Signal half-life: 6.6 days, optimal holding: 10 days, persistence probability: 76%. Market regime: sideways (trend: 0.00, vol: 0.00) - challenging conditions for this signal type.","NEOE3 @ $33.80 sinal COMPRA: 84.0% vs limiar 26.0% (margem: +58.0pts). Convicção: 6.2/10 (Moderado) - Consenso modelos: 100%, incerteza: 1.21σ, ensemble estável. Principais contribuintes: LSTM SR (25.6%), LSTM 10 (15.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.21. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 70%, vol: 100%). Meia-vida sinal: 6.6 dias, holding ótimo: 10 dias, probabilidade persistência: 76%. Regime mercado: lateral (tendência: 0.00, vol: 0.00) - condições desafiadoras para este tipo de sinal."
NFLX ,"NFLX  @ $73.36 shows an unclear signal with both BUY (30.0%, needs 17.0pts) and SELL (28.0%, needs 22.0pts) below thresholds. Conviction: 1.5/10 (Weak) - Model agreement: 30%, uncertainty: 0.75σ, very_unstable ensemble. Top contributors: SAC (46.6%), PPO (29.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.75 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 80%, vol penalty: 60%). Signal half-life: 1.9 days, optimal holding: 3 days, persistence probability: 50%. Market regime: sideways (trend: 0.07, vol: 0.40) - favorable conditions for this signal type.","NFLX  @ $73.36 sinal incerto: COMPRA (30.0%, precisa 17.0pts) e VENDA (28.0%, precisa 22.0pts) abaixo dos limiares. Convicção: 1.5/10 (Fraco) - Consenso modelos: 30%, incerteza: 0.75σ, ensemble muito instável. Principais contribuintes: SAC (46.6%), PPO (29.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.75. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 80%, vol: 60%). Meia-vida sinal: 1.9 dias, holding ótimo: 3 dias, probabilidade persistência: 50%. Regime mercado: lateral (tendência: 0.07, vol: 0.40) - condições favoráveis para este tipo de sinal."
